"ANO","NIVEL","CODMUNRES","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC"
"2015","MUNICIPIO","240970","84","52","58","2","24","21","23","7","6","1","0","0","82","18.75","21.5","27.25","23.6428571428571","6.40339303344654","2","6","41","26","1","1","14","7","0","59","0","33","51","40","44","76","8","0","2","2","11","67","0","15","67","0","37","39","40","37.9878048780488","2.98346845313305","0","15","7","10","40","82","2","51","33","78","4","0","22","8","17","6","8","1","2","8","0","8","76","5","1","2","0","45","39","14","7","0","60","0","13","69","2","2830","3195","3463.75","3064.86904761905","627.413197178911","64","6","4","3","76","8.69620253164557","1.24400542479387","3","77"
"2015","MUNICIPIO","240980","225","157","162","2","36","61","58","46","15","7","0","0","223","21","25","31","26.0444444444444","6.40784799078566","3","43","87","75","2","13","44","5","3","172","0","95","130","75","150","220","5","0","0","2","21","166","14","23","166","14","38","39","40","38.9211822660099","2.26328740606584","1","52","13","24","106","219","6","122","103","209","7","1","39","15","60","13","39","2","5","5","1","20","223","1","0","1","0","107","118","44","5","3","172","0","16","187","22","2920","3300","3640","3280.96","600.708951097427","141","35","17","2","221","9.27354260089686","1.00519798001829","5","212"
"2015","MUNICIPIO","240990","205","86","87","2","59","53","43","32","13","3","0","0","203","19","23","29","24.3170731707317","6.4536014583979","1","18","40","48","3","8","23","4","2","82","2","63","142","85","120","202","2","0","0","0","20","122","5","20","120","5","38","39","40","38.5862068965517","2.10682161513681","0","49","16","6","39","203","2","53","151","110","7","0","30","9","14","13","22","2","4","2","0","18","196","7","1","1","0","111","94","35","4","2","142","2","15","180","10","2860","3200","3500","3201.79512195122","487.761480378262","110","14","17","3","199","9.11386138613861","1.17685217228715","0","195"
"2015","MUNICIPIO","241000","51","41","41","0","4","17","14","12","3","1","0","0","51","22.5","26","31","26.5686274509804","5.68596483267628","0","2","17","22","2","7","18","0","0","31","0","16","35","21","30","49","2","0","0","1","3","43","0","4","43","0","38","38","39","38.063829787234","1.82261464503905","0","8","5","8","29","51","0","5","46","50","1","0","7","8","7","5","16","0","0","2","0","2","51","0","0","0","0","27","24","18","0","0","31","0","4","45","2","2945","3200","3397.5","3140.05882352941","600.378627593112","37","5","3","0","51","9.31372549019608","0.468623348903205","1","46"
"2015","MUNICIPIO","241010","170","124","128","4","42","41","35","26","15","7","0","0","166","19","24","30","25.2176470588235","7.11899993758827","4","25","46","71","0","4","30","9","1","129","0","115","55","71","99","169","1","0","2","5","18","125","7","25","125","7","38","39","40","38.3949044585987","3.03981688421051","0","41","14","16","87","166","4","101","69","164","4","0","34","20","43","10","20","1","3","1","0","24","168","0","1","0","0","86","84","30","9","1","129","0","12","145","13","2906.25","3285","3567.5","3227.74705882353","599.561635344605","122","23","8","4","164","8.83928571428571","0.612547025132185","1","168"
"2015","MUNICIPIO","241020","90","64","69","0","17","27","21","11","8","4","2","0","90","20.25","25","30.75","26.0111111111111","7.39190940111262","0","7","26","41","2","5","26","7","0","52","0","27","63","30","60","85","4","0","0","3","12","69","3","13","67","3","37","38","39","37.8915662650602","2.36855440214517","0","13","15","14","37","86","4","22","67","85","0","0","11","11","10","11","26","0","0","4","0","9","87","0","3","0","0","38","52","26","9","0","54","0","10","76","4","2810","3105","3372.5","3080.51111111111","581.185213752161","61","11","4","0","90","9.28888888888889","0.585296322616514","1","87"
"2015","MUNICIPIO","241025","88","52","52","3","24","18","15","20","8","0","0","0","85","19","24","31","24.7045454545455","7.11669413584689","1","5","26","40","2","2","7","2","0","48","1","31","57","22","66","88","0","0","0","0","7","69","4","7","69","4","38","39","40","38.8625","1.80536296711713","0","15","20","18","21","88","0","26","62","74","3","1","14","3","23","5","20","1","2","0","1","7","87","1","0","0","0","41","47","8","2","0","56","1","4","80","4","3011.25","3239","3475.5","3231.48863636364","450.057390831211","67","8","3","0","88","9.15909090909091","0.500261164812794","0","85"
"2015","MUNICIPIO","241030","165","71","71","1","49","35","30","27","17","6","0","0","164","18","24","31","25.0727272727273","7.61061809319927","1","15","39","41","1","6","27","1","0","77","0","28","137","69","96","161","4","1","4","2","14","129","10","20","124","10","38","40","41","38.974025974026","3.45455662326922","1","19","11","9","45","159","6","103","62","101","4","0","29","7","27","7","11","0","3","4","0","14","159","2","0","4","0","69","96","49","1","0","113","0","16","136","13","2925","3250","3535","3182.91515151515","636.663745209474","120","18","11","3","158","8.95652173913044","0.950972042747292","2","153"
"2015","MUNICIPIO","241040","123","97","100","4","33","32","20","22","9","2","1","0","119","18.5","23","30","24.4634146341463","7.2454538408202","0","19","55","39","0","1","18","10","0","94","0","94","29","44","79","121","2","0","2","2","17","91","5","21","91","5","37","39","40","38.2478632478633","2.8614741284929","0","35","25","11","44","123","0","85","38","119","4","0","21","12","34","14","9","1","3","2","0","21","119","3","0","1","0","68","55","18","10","0","94","0","11","104","8","2962.5","3270","3607.5","3242.61788617886","597.658580647617","92","16","6","2","118","8.925","0.663103221491904","2","119"
"2015","MUNICIPIO","241050","52","44","45","2","12","11","9","13","4","1","0","0","50","19","25","31","25.2115384615385","6.84373633320949","0","9","10","29","0","1","27","0","0","24","0","14","38","24","28","52","0","1","0","1","8","40","2","10","40","2","37","38","39","37.6153846153846","3.22462246553746","0","10","4","4","32","52","0","10","42","51","1","0","8","11","5","6","12","0","1","0","0","9","52","0","0","0","0","28","24","27","0","0","24","0","5","46","1","2893.75","3100","3429.75","3035.92307692308","627.790705918307","44","4","2","1","51","9.03846153846154","1.35706630614573","1","51"
"2015","MUNICIPIO","241060","45","18","20","1","2","9","17","9","6","1","0","0","44","24","27","31","27.7333333333333","5.82861280861298","0","5","16","15","3","3","19","1","0","18","0","16","29","12","33","40","4","0","0","1","5","38","0","6","38","0","38","39","39","38.0227272727273","2.04016228679196","0","4","0","3","35","22","23","9","35","42","0","0","6","2","12","2","12","0","0","4","0","4","45","0","0","0","0","20","25","19","1","0","18","0","5","37","3","3050","3400","3750","3330.33333333333","535.178814637093","33","6","1","0","44","9.5","0.590624423218618","0","30"
"2015","MUNICIPIO","241070","32","26","27","0","8","13","7","2","2","0","0","0","32","20.5","22.5","28","23.9375","5.38179428048113","0","3","11","17","1","0","13","7","0","12","0","16","16","18","14","32","0","0","0","0","2","28","2","2","28","2","38","39","40","39","1.74133800984075","0","7","2","2","19","29","3","16","16","32","0","0","13","3","7","3","4","0","0","0","0","2","32","0","0","0","0","8","24","13","7","0","12","0","2","26","4","2955","3232.5","3477.5","3271.875","526.039293883715","25","4","2","0","31","9.58064516129032","0.501610310127101","0","30"
"2015","MUNICIPIO","241080","60","44","47","0","6","17","15","15","7","0","0","0","60","22","26.5","31","26.65","5.83044319041101","1","10","10","29","1","5","37","0","0","23","0","9","51","28","32","58","2","0","0","2","4","48","1","6","48","1","37.5","38","39","38.1636363636364","2.01626383822154","0","7","4","7","37","60","0","11","49","60","0","0","11","10","8","7","13","0","0","2","0","4","60","0","0","0","0","36","24","37","0","0","23","0","5","50","5","2887.5","3200","3500","3185.91666666667","551.716498423573","38","7","7","0","60","9.25","0.473894789153078","2","58"
"2015","MUNICIPIO","241090","113","65","70","3","24","34","20","22","8","2","0","0","110","20","24","30","24.8407079646018","6.56501328972844","1","16","30","32","0","10","16","3","0","71","1","47","66","53","60","108","4","1","2","1","12","87","5","16","87","5","38","39.5","41","38.6296296296296","3.53247310204678","0","23","6","10","52","113","0","60","51","87","2","1","22","6","28","3","11","0","1","4","1","9","111","2","0","0","0","58","55","25","3","0","81","1","11","93","9","2865","3200","3555","3173.53982300885","673.048807339173","73","11","17","2","110","9.07142857142857","0.743915689719308","4","101"
"2015","MUNICIPIO","241100","87","67","68","3","26","12","25","12","8","1","0","0","84","19","25","29","24.7471264367816","6.80324544782582","1","9","37","27","4","7","32","3","0","48","0","25","62","35","52","87","0","0","0","1","14","68","1","15","68","1","37","38","39","37.75","1.82271477654254","0","6","15","15","41","87","0","12","74","87","0","0","11","18","4","14","22","0","0","0","0","15","87","0","0","0","0","43","44","32","3","0","48","0","5","78","4","2945","3210","3500","3206.8275862069","491.959872793965","68","11","4","2","85","9.1264367816092","0.625143661649984","0","86"
"2015","MUNICIPIO","241105","63","41","43","3","14","14","17","8","5","2","0","0","60","19","25","29","24.7619047619048","6.99011810716198","0","4","21","30","2","4","11","0","0","40","0","18","45","25","38","61","2","2","0","0","5","53","1","7","53","1","38","39","40","38.327868852459","3.83284625083158","1","10","10","3","31","63","0","17","46","62","1","0","16","4","14","4","16","0","0","2","0","5","63","0","0","0","0","31","32","11","0","0","40","0","4","56","3","2945","3311","3557.5","3200.92063492063","654.169044483825","51","6","2","1","62","9.03174603174603","0.694871860274785","0","62"
"2015","MUNICIPIO","241110","28","15","18","0","5","10","7","6","0","0","0","0","28","20.75","23.5","27","24.1071428571429","5.6721495416888","0","1","7","11","2","3","2","0","0","21","0","8","20","17","11","26","2","0","0","0","2","21","4","2","21","4","38.5","40","41","39.7777777777778","1.94804306802283","0","4","0","2","14","22","6","19","9","22","2","0","7","1","6","0","3","2","0","2","0","2","28","0","0","0","0","16","12","3","0","0","24","0","4","22","2","2902.5","3160","3620","3161.82142857143","526.69121275932","20","2","2","0","28","9.03571428571429","0.637247719560185","0","28"
"2015","MUNICIPIO","241120","597","269","276","10","118","139","146","103","66","15","0","0","587","20","26","31","25.9329983249581","6.81433052901912","1","33","143","146","11","26","110","7","1","253","0","117","480","245","352","594","2","0","4","10","64","477","32","78","477","32","38","40","41","39.2248722316865","2.56463107187797","1","84","46","48","169","127","470","273","322","332","16","1","90","20","85","22","55","6","9","2","1","55","593","2","1","1","0","293","304","212","7","1","368","0","47","508","42","2955","3285","3605","3257.82244556114","570.258714951883","453","74","52","12","583","9.03193277310924","0.906758459879943","10","533"
"2015","MUNICIPIO","241140","138","75","80","0","36","31","31","18","20","2","0","0","138","19","25","31","25.7173913043478","6.92397625354333","3","16","42","55","7","8","23","3","1","83","0","48","90","52","86","134","4","0","0","1","27","100","7","28","100","7","37","39","40","38.3259259259259","2.31100427103472","0","25","8","17","76","111","27","59","78","118","5","0","27","6","29","10","19","2","2","4","0","21","137","0","0","1","0","80","58","23","3","1","84","0","13","118","7","2972","3285","3569.5","3220.97101449275","563.149549597709","101","18","8","0","136","9.04411764705882","0.382344561664505","1","123"
"2015","MUNICIPIO","241142","29","25","25","0","1","9","7","6","5","1","0","0","29","24","27","34","29.0344827586207","6.75850130587232","0","3","3","20","1","2","21","0","0","8","0","12","17","8","21","29","0","0","0","0","1","28","0","1","28","0","38","39","40","39.0689655172414","1.53369382497566","0","1","1","0","23","20","9","19","10","29","0","0","6","2","15","1","4","0","0","0","0","1","29","0","0","0","0","19","10","21","0","0","8","0","2","24","3","3180","3600","3790","3444.34482758621","585.65465664271","23","4","2","0","29","9.48275862068965","0.737790604012723","1","28"
"2015","MUNICIPIO","241150","349","224","229","5","76","93","86","48","35","6","0","0","344","20","25","30","25.3581661891117","6.65578765219808","2","52","116","139","9","18","55","0","0","278","0","155","194","148","201","343","6","0","1","1","33","280","11","35","280","11","38","39","40","38.7453987730061","1.92303293956309","0","60","15","28","205","189","160","171","178","302","3","1","93","20","84","10","39","0","2","6","1","29","342","4","2","1","0","197","152","56","0","0","280","0","25","294","30","2935","3254","3565","3254.44126074499","549.081003502763","243","45","28","6","338","9.11337209302326","1.09141693600499","5","322"
"2015","MUNICIPIO","241160","44","30","30","1","9","13","13","5","2","1","0","0","43","21","23.5","29","24.4545454545455","6.34824475083393","0","4","21","12","1","0","10","1","0","32","0","30","14","12","32","43","1","0","0","1","3","33","3","4","33","3","38","40","40.25","39","2.70801280154532","0","5","7","11","20","43","1","29","15","43","0","1","6","3","16","2","8","0","0","0","1","4","42","2","0","0","0","26","18","10","1","0","32","0","5","35","4","2930","3398.5","3767.5","3284.34090909091","667.857662846216","29","5","4","0","44","8.88636363636364","0.442819144714865","0","43"
"2015","MUNICIPIO","241170","76","28","30","1","19","12","25","14","4","1","0","0","75","19","26","29.25","25.4473684210526","6.25970124280087","0","5","12","23","0","1","10","0","0","33","0","20","56","31","45","69","6","0","1","1","12","59","2","14","59","2","37","40","41","38.96","3.09070096134072","0","7","7","5","19","76","0","51","25","37","4","0","9","0","13","2","3","2","1","6","0","8","74","0","0","2","0","37","39","19","0","0","55","0","9","65","2","2756.25","3042.5","3489.75","3031.02631578947","603.814739219113","54","4","9","2","73","8.85333333333333","1.27017059221718","1","68"
"2015","MUNICIPIO","241180","34","30","30","0","3","11","7","6","5","2","0","0","34","22.25","25","32.75","27.5","6.81019734506922","1","2","8","17","3","3","19","0","0","13","0","9","25","14","20","34","0","0","0","0","2","28","3","2","28","3","39","39","40","39.1515151515151","1.56367380152504","1","3","0","0","29","32","2","9","25","34","0","0","11","1","7","3","9","0","0","0","0","2","32","0","2","0","0","18","16","19","0","0","13","0","0","31","3","3072.5","3417.5","3655","3408.82352941176","393.831333732589","29","4","0","1","31","8.875","0.975506485486286","0","34"
"2015","MUNICIPIO","241190","63","43","48","0","12","18","16","12","5","0","0","0","63","20","25","31","25.4444444444444","6.2470064515522","0","4","19","31","3","5","31","0","0","26","0","15","48","33","30","57","4","0","0","0","8","51","1","8","51","1","37","38","39","38.0333333333333","1.76564835805258","0","1","7","7","45","63","0","6","55","61","0","0","11","9","2","8","16","0","0","4","0","8","63","0","0","0","0","32","31","31","0","0","26","0","4","57","2","2900","3100","3322.5","3108.57142857143","396.328338721486","51","1","1","0","63","9.23809523809524","0.429338790741092","1","62"
"2015","MUNICIPIO","241200","1724","885","936","19","305","406","434","349","164","42","5","0","1705","21","26","31","26.262180974478","6.66560954955893","6","89","520","824","75","118","304","37","1","1375","1","636","1088","745","979","1690","30","0","18","23","173","1174","113","214","1174","113","38","39","40","38.5496335776149","2.80208878023374","1","274","113","123","616","940","784","818","903","1588","52","3","295","230","260","161","230","22","28","30","3","178","1717","3","3","1","0","904","820","304","37","1","1375","1","135","1462","127","2968.75","3297","3635","3255.11368909513","612.541166000011","1082","224","118","11","1708","8.91855730075625","0.639501962661484","7","1713"
"2015","MUNICIPIO","241210","69","64","66","0","16","19","19","10","5","0","0","0","69","20","23","28","24.6521739130435","6.2868351875321","0","3","22","33","2","9","39","0","0","30","0","15","54","41","28","67","2","0","0","2","6","60","1","8","60","1","37","39","40","38.3478260869565","2.14082231971819","0","12","5","2","48","69","0","12","57","66","3","0","29","7","10","4","8","3","0","2","0","6","69","0","0","0","0","37","32","39","0","0","30","0","7","59","3","2935","3220","3480","3128.24637681159","630.357424421609","54","5","8","0","69","8.97101449275362","0.746974574194299","1","67"
"2015","MUNICIPIO","241220","802","595","618","14","183","211","184","135","59","16","0","0","788","20","24","30","24.9675810473815","6.64464124783268","5","99","338","295","24","31","129","27","8","637","0","349","453","296","506","791","11","0","3","12","87","576","37","102","576","37","38","39","40","38.6363636363636","2.4698332725498","2","228","63","70","374","304","498","456","346","773","19","0","157","62","193","59","111","5","13","11","0","95","788","8","4","2","0","405","394","129","27","8","637","0","63","681","58","2961.25","3272.5","3600","3248.26184538653","561.382644168947","541","97","50","13","788","9.31960049937578","1.12593420775805","12","762"
"2015","MUNICIPIO","241230","182","88","91","4","35","54","47","19","16","7","0","0","178","20","24","29","25.3241758241758","6.797738341136","1","20","50","48","6","7","27","1","0","103","0","58","124","89","93","178","4","0","0","1","18","144","13","19","144","13","39","40","41","39.4090909090909","2.14148874056672","0","31","5","8","83","175","7","92","90","116","6","0","41","12","35","1","7","2","1","4","0","14","178","1","1","2","0","100","82","50","1","0","125","0","11","157","14","3020","3300","3628.75","3298.5989010989","556.840255616482","135","25","10","5","173","8.96067415730337","1.25036654309716","5","157"
"2015","MUNICIPIO","241240","57","48","50","2","8","13","17","12","5","0","0","0","55","21","26","30","25.9122807017544","6.0216297679828","0","6","14","28","0","9","25","0","0","32","0","12","45","27","30","55","2","0","0","0","5","51","1","5","51","1","38","39","40","38.8421052631579","1.46127969460492","2","7","6","2","37","56","1","17","39","53","2","0","16","6","15","1","9","2","0","2","0","4","55","0","0","2","0","31","26","25","0","0","32","0","3","53","1","2925","3210","3470","3204.0350877193","405.042368370815","50","3","2","1","55","8.89285714285714","0.730593069886537","0","56"
"2015","MUNICIPIO","241250","358","284","292","4","73","91","84","60","35","11","0","0","354","20","26","30","25.7346368715084","6.90304818449909","4","33","142","146","4","25","178","1","0","159","0","120","238","157","201","345","11","0","2","2","34","299","9","38","299","9","38","38","39","38.3179190751445","1.95828148687516","0","72","24","26","204","303","55","94","262","345","4","0","85","47","56","32","78","0","2","11","0","31","356","2","0","0","0","159","199","178","1","0","159","0","29","317","12","2851.25","3127.5","3458.75","3129.9217877095","501.035789353457","280","29","23","4","354","9.35195530726257","0.773608140740474","0","354"
"2015","MUNICIPIO","241255","88","72","76","1","19","20","29","13","3","3","0","0","87","20","25","29","25.2272727272727","6.5279721248406","1","6","39","34","0","4","11","2","0","73","0","61","27","35","53","85","2","1","1","1","11","67","4","14","67","4","38","39","40","38.4117647058824","3.21193502590639","0","11","5","14","54","88","0","55","32","82","4","0","23","5","26","5","8","1","2","2","0","11","86","1","0","1","0","49","39","11","2","0","73","0","9","75","4","2971.25","3212.5","3525","3187.98863636364","610.909017330396","65","8","7","1","85","8.88372093023256","0.561900235046229","2","85"
"2015","MUNICIPIO","241260","197","105","106","1","28","58","59","32","10","9","0","0","196","21","26","30","26.0355329949239","6.47552348724447","1","12","51","70","4","9","30","1","0","119","0","63","134","95","102","192","5","0","1","1","26","151","9","28","151","9","38","40","41","39.0106382978723","2.51623469166772","0","26","5","8","96","161","36","100","97","145","4","1","38","16","33","12","15","1","0","5","1","23","194","3","0","0","0","96","101","50","2","0","141","0","23","159","15","2870","3210","3500","3167.46192893401","592.846329352618","145","19","18","2","193","9.1025641025641","0.625690208369175","4","178"
"2015","MUNICIPIO","241270","91","42","45","2","13","20","27","19","10","0","0","0","89","21","26","32","26.3296703296703","6.57107287883788","0","6","25","32","4","0","8","2","0","57","1","11","80","36","55","85","6","0","0","4","13","71","2","17","71","2","37","39.5","41","38.6444444444444","2.74501022740614","0","10","3","6","36","91","0","45","46","66","1","0","10","9","16","8","3","0","1","6","0","13","87","3","0","1","0","44","47","18","3","0","69","1","12","74","5","2897.5","3215","3577.5","3137.10989010989","694.7918545315","65","13","6","0","90","8.98888888888889","0.46190724406784","3","81"
"2015","MUNICIPIO","241280","82","50","51","1","21","23","17","13","6","1","0","0","81","19","24","28","24.4024390243902","6.52792625097828","1","4","33","36","1","3","17","0","0","55","0","40","42","26","56","82","0","0","0","0","11","65","4","11","65","4","37","39","40","38.4875","2.07452144855297","0","15","10","13","40","67","15","22","59","72","1","0","15","5","20","7","14","1","0","0","0","10","81","0","0","1","0","37","45","17","0","0","55","0","2","75","5","2866.25","3300","3600","3257.34146341463","492.534769582021","64","10","5","0","82","9.25609756097561","0.466427865084528","1","74"
"2015","MUNICIPIO","241290","124","71","72","2","28","31","32","19","7","4","1","0","122","20","25","29.25","25.2903225806452","6.99915696845552","3","9","33","42","3","1","15","2","0","74","0","33","91","54","70","124","0","0","0","1","14","104","2","14","101","2","38","39","41","39.042735042735","2.02311283879639","0","22","7","7","46","120","4","73","51","91","0","0","27","7","25","4","13","0","0","0","0","12","119","5","0","0","0","69","55","31","2","0","89","0","10","106","8","2937.5","3200","3503.75","3207.49193548387","497.464571536944","90","12","14","2","122","9.04838709677419","0.863485456444224","3","112"
"2015","MUNICIPIO","241300","69","53","55","0","20","11","15","15","5","3","0","0","69","19","26","31","25.7971014492754","7.42329344647629","0","6","21","33","1","7","32","0","0","36","0","13","56","38","31","67","2","1","1","0","4","55","5","6","55","5","38","39","40","38.4090909090909","3.3694431072726","1","13","5","10","34","68","1","19","50","65","3","0","15","15","11","6","9","1","2","2","0","4","68","0","0","1","0","37","32","32","0","0","37","0","7","57","5","2975","3280","3555","3203.3768115942","689.863927363882","52","8","3","5","64","8.66666666666667","1.33578206511773","0","66"
"2015","MUNICIPIO","241310","74","37","39","0","14","21","22","10","4","3","0","0","74","21","25","28","25.472972972973","6.43880141354702","1","6","21","19","2","1","12","2","0","35","0","18","56","29","45","73","1","0","0","2","6","56","8","8","56","8","38","40","41","39.3611111111111","2.55257702180937","0","10","6","12","17","74","0","44","30","48","0","0","13","5","13","3","5","0","0","1","0","7","73","0","0","1","0","36","38","18","2","0","52","0","6","66","2","2896.25","3240","3511.25","3182.43243243243","540.865670434237","54","8","7","1","72","9.04109589041096","0.61097272544106","0","66"
"2015","MUNICIPIO","241320","69","52","55","1","20","16","11","15","5","0","1","0","68","19","24","31","24.9710144927536","6.9196459755003","0","12","28","24","0","4","5","2","1","61","0","28","41","24","45","67","2","0","0","0","15","47","3","15","47","3","37","39","40","38.4461538461538","2.27781947012083","0","17","6","4","38","69","0","37","32","64","4","0","11","5","17","1","12","1","2","2","0","13","68","0","0","1","0","32","36","5","2","1","61","0","11","55","3","2740","3198","3550","3077.26086956522","707.127862058364","44","7","10","0","68","9.25","0.655060667123237","1","65"
"2015","MUNICIPIO","241330","77","34","35","0","8","18","20","22","8","1","0","0","77","23","28","32","27.4415584415584","6.01641068572474","2","7","15","24","0","4","7","0","0","42","0","17","60","26","51","77","0","1","0","1","4","65","6","6","65","6","38","39","41","39.0779220779221","2.86891797761269","0","17","1","4","27","77","0","42","35","51","2","0","8","5","15","8","9","1","1","0","0","6","76","0","0","1","0","37","40","16","0","0","55","0","9","66","2","2855","3225","3505","3166.53246753247","572.566465560655","62","6","7","2","74","9.02631578947368","1.34634006809103","3","65"
"2015","MUNICIPIO","241335","189","124","129","5","42","55","51","21","12","3","0","0","184","20","24","28","24.2010582010582","6.41572195750068","1","4","68","93","8","9","34","3","1","107","0","70","119","86","103","186","2","0","1","0","16","160","6","17","159","5","38","39","40","38.646408839779","2.06743287644075","0","28","20","19","109","187","2","56","133","182","3","0","56","17","30","10","44","1","1","2","0","17","188","0","1","0","0","102","87","36","3","1","107","0","11","171","7","2925","3190","3480","3197.25925925926","467.278291359704","146","15","14","0","189","9.06878306878307","0.358081621102485","1","183"
"2015","MUNICIPIO","241340","75","71","71","0","10","17","21","17","9","1","0","0","75","22","26","32","26.96","6.37656181186543","2","11","28","30","0","4","36","0","0","37","0","16","59","32","43","75","0","0","0","0","3","68","3","3","68","3","38","39","40","39","1.43345544770249","0","10","2","6","56","75","0","23","52","73","1","0","22","9","18","5","15","1","0","0","0","3","75","0","0","0","0","45","30","36","0","0","37","0","2","68","5","2957.5","3255","3565","3263.62666666667","450.967691457757","56","8","10","3","72","8.88","0.787743956206927","0","75"
"2015","MUNICIPIO","241350","95","66","68","0","21","25","20","18","10","1","0","0","95","20","25","31","25.6","6.42369284658241","3","11","38","33","1","6","17","4","1","70","0","42","53","40","55","92","2","0","1","2","13","70","1","16","70","1","38","39","40","38.4137931034483","2.4990776165298","0","26","5","10","39","94","1","53","40","85","2","0","24","5","17","5","15","1","1","2","0","12","93","1","1","0","0","53","42","17","4","1","71","0","6","82","7","2997.5","3290","3587.5","3281.91578947368","516.106962836645","70","11","4","1","94","9.02105263157895","1.1848237804912","1","91"
"2015","MUNICIPIO","241355","47","38","38","3","11","10","12","7","4","0","0","0","44","19","24","29","24.4893617021277","6.87425044269818","0","2","22","21","1","1","16","1","0","27","0","22","25","26","21","47","0","0","0","1","5","38","1","6","38","1","37","38","39","38.0444444444444","2.21519089630458","0","6","1","7","30","47","0","8","39","47","0","0","20","4","6","0","9","0","0","0","0","6","47","0","0","0","0","25","22","16","1","0","27","0","3","41","3","2960","3300","3587.5","3272.76595744681","486.022911106317","34","8","3","0","47","9.42553191489362","0.65090842376882","0","43"
"2015","MUNICIPIO","241360","82","64","67","2","11","25","24","14","6","0","0","0","80","21","25","29","25.3170731707317","6.23585421154683","2","7","24","38","2","9","25","4","0","46","0","21","61","35","47","80","2","0","0","1","10","67","2","11","67","2","38","39","39","38.1875","2.14118002483074","0","11","3","8","54","82","0","14","68","81","1","0","18","15","11","7","17","0","1","2","0","9","82","0","0","0","0","40","42","25","4","0","46","0","6","72","4","2912.5","3310","3549","3218.5","551.680446286448","65","10","2","1","80","9.18518518518519","1.0619688214716","0","81"
"2015","MUNICIPIO","241370","55","21","23","0","14","11","17","10","2","1","0","0","55","19.5","25","29","24.9090909090909","6.16222881537711","0","2","5","21","1","0","10","0","0","21","0","14","41","24","31","55","0","0","0","0","8","42","5","8","42","5","39","41","41","39.6181818181818","2.12995313016515","0","7","1","3","17","55","0","32","23","31","0","0","10","5","7","1","1","0","0","0","0","7","55","0","0","0","0","26","29","20","0","0","34","0","4","44","7","2849","3055","3447.5","3191.92727272727","543.940453390825","40","6","7","1","54","9","0.693888666488711","1","53"
"2015","MUNICIPIO","241380","30","24","25","0","10","8","5","3","3","1","0","0","30","19","22","28.75","24.5333333333333","7.61003572121451","0","6","14","9","0","1","10","0","0","18","0","14","16","9","21","29","0","0","0","0","5","21","4","5","21","4","37","38","39","38.1333333333333","2.34496280881225","0","8","2","2","16","30","0","7","23","30","0","0","6","3","8","3","5","0","0","0","0","4","30","0","0","0","0","21","9","10","0","0","18","0","1","29","0","3000","3170","3381.25","3198.66666666667","333.895330835912","24","3","1","0","30","9.36666666666667","0.490132517853561","0","29"
"2015","MUNICIPIO","241390","165","120","129","3","42","44","33","31","6","6","0","0","162","19","24","30","24.7515151515152","6.804236539498","3","20","64","53","0","3","32","8","0","113","0","119","46","74","91","158","6","0","0","3","14","125","10","17","125","10","38","39","40","38.9736842105263","2.22552134950443","0","37","19","19","75","153","12","97","67","155","5","0","38","21","42","7","18","1","2","6","0","15","164","0","0","1","0","85","80","32","8","0","113","0","17","139","9","2900","3240","3545","3203.43636363636","581.392800878653","112","15","15","1","163","8.90853658536585","0.614887135039715","2","158"
"2015","MUNICIPIO","241400","236","114","119","1","52","70","47","41","20","5","0","0","235","20","24","30","25.3262711864407","6.65306747958016","1","19","50","77","2","8","32","3","0","120","0","63","173","90","146","232","4","0","4","0","27","194","6","31","194","6","38","40","41","38.982683982684","2.75675513092345","0","37","13","25","70","232","4","137","99","148","4","1","34","13","41","13","18","3","1","4","1","22","234","0","1","1","0","125","111","63","3","0","161","0","20","200","16","3007.5","3250","3580","3234.98305084746","572.56457011026","185","24","17","3","230","9.08154506437768","0.686855163975211","4","219"
