"ANO","NIVEL","CODMUNRES","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC"
"2015","MUNICIPIO","240510","101","67","70","3","19","20","37","11","7","3","1","0","98","20","26","29","25.4752475247525","6.78320581938355","1","16","35","22","0","5","13","5","0","64","0","53","48","32","69","101","0","0","0","0","13","68","7","13","68","7","38","39","40","38.8295454545455","2.28045967794603","0","21","12","6","41","101","0","45","56","83","1","0","16","8","27","3","16","0","1","0","0","12","94","6","0","1","0","55","46","19","5","0","72","0","6","89","6","2895","3235","3570","3210.05940594059","548.801964679103","67","9","9","0","99","9.2020202020202","0.534136686240249","0","100"
"2015","MUNICIPIO","240520","62","32","33","1","16","14","16","11","3","1","0","0","61","19","25","28.75","24.5967741935484","6.46417536845012","0","4","28","20","1","3","9","0","0","46","0","33","29","21","41","60","2","0","0","0","7","54","1","7","53","1","38","39","40","38.4918032786885","2.02173976910706","0","6","1","8","43","59","3","23","39","58","2","0","12","7","25","3","6","0","1","2","0","4","62","0","0","0","0","32","30","9","0","0","47","0","3","57","2","2962.5","3262.5","3500","3243.88709677419","438.922081469216","51","7","0","0","61","9.13114754098361","0.590914822854235","0","44"
"2015","MUNICIPIO","240530","117","65","65","1","22","32","26","22","12","2","0","0","116","21","25","31","26.034188034188","6.43660279845106","3","14","39","26","4","1","9","2","0","77","0","39","78","34","83","117","0","0","0","1","17","85","6","18","85","6","38","40","41","39.0550458715596","2.32870518141528","0","23","11","6","40","117","0","74","43","87","1","0","17","5","24","3","16","0","1","0","0","15","116","0","0","1","0","60","57","17","2","0","96","0","10","102","5","3000","3270","3530","3244.8547008547","514.565974875198","90","12","6","3","113","9.00862068965517","1.19051095829861","1","109"
"2015","MUNICIPIO","240540","96","43","45","0","26","21","22","25","1","1","0","0","96","19","25","30","24.75","5.9045031877997","0","11","23","22","0","0","14","1","0","44","0","17","79","36","60","96","0","0","5","0","7","73","11","12","73","11","39","40","41","39.2604166666667","3.54889098071249","0","9","2","5","39","96","0","62","34","56","1","0","14","1","23","3","7","0","1","0","0","8","96","0","0","0","0","50","46","36","1","0","59","0","5","79","12","3153.75","3367.5","3726.25","3378.14583333333","578.110387913965","74","18","2","1","95","9.02083333333333","0.597876358748928","1","84"
"2015","MUNICIPIO","240550","26","16","18","0","1","9","11","4","0","1","0","0","26","22.25","27","29","26.4615384615385","5.18637267639547","0","2","13","7","2","0","4","0","0","19","0","13","13","10","16","23","2","0","0","0","4","17","2","4","17","2","37","40","41","38.9565217391304","2.53122788869472","1","7","4","4","8","26","0","20","6","24","2","0","6","2","7","0","1","0","1","2","0","4","26","0","0","0","0","12","14","4","0","0","19","0","2","22","2","3085","3357.5","3576.25","3333.26923076923","565.098119458369","16","4","1","0","25","8.88","0.439696865275764","0","25"
"2015","MUNICIPIO","240560","181","161","163","0","36","52","42","34","13","1","3","0","181","20","25","30","25.6243093922652","6.65684820261312","1","16","83","61","8","7","82","0","1","91","0","77","104","81","100","179","2","0","2","4","20","148","5","26","148","5","38","39","40","38.1508379888268","2.64248709701194","0","37","17","11","110","181","0","44","137","177","3","0","48","13","29","14","45","2","1","2","0","24","181","0","0","0","0","93","88","82","0","1","92","0","15","159","7","2910","3240","3570","3179.5635359116","612.253145354368","141","25","11","9","172","9.05524861878453","1.11417012916977","0","179"
"2015","MUNICIPIO","240570","122","98","106","1","20","19","37","32","10","3","0","0","121","21.25","27","31","26.7950819672131","6.5251433910848","1","5","31","56","6","21","77","2","0","41","0","20","102","66","56","113","9","0","1","1","20","94","5","22","94","5","37","38","39","38.099173553719","2.53115572640143","1","4","3","7","99","51","71","30","92","113","7","0","34","12","16","5","21","2","3","9","0","17","122","0","0","0","0","56","66","77","2","0","41","0","11","102","9","2958","3300","3640","3269.4262295082","567.018444144934","87","18","3","2","120","8.95901639344262","0.866240485224185","0","120"
"2015","MUNICIPIO","240580","522","336","359","8","125","140","125","77","38","8","1","0","514","19","24","29","24.7318007662835","6.59966440536886","6","64","207","148","15","20","83","11","0","404","0","313","209","212","310","512","6","0","3","6","43","364","47","52","364","47","38","39","40","38.9524838012959","2.65104514374506","0","120","82","68","223","340","182","324","196","499","7","3","120","39","135","35","62","3","3","6","3","49","514","6","1","1","0","275","247","84","11","0","405","0","37","458","27","2932.5","3267.5","3593.75","3244.44061302682","558.047216714268","339","60","35","5","511","8.93217054263566","0.621032602355811","2","497"
"2015","MUNICIPIO","240590","24","21","21","0","3","8","7","4","1","1","0","0","24","21","25","29.25","25.4166666666667","5.75527483321145","0","4","8","11","0","1","7","0","0","15","0","15","9","11","13","22","2","0","0","0","4","19","0","4","19","0","37","38","39","37.9130434782609","1.41141590669089","0","4","0","3","16","24","0","8","16","24","0","0","6","0","4","0","9","0","0","2","0","2","24","0","0","0","0","13","11","7","0","0","15","0","5","18","1","2657","2967.5","3308.75","2958.66666666667","694.439133506262","18","2","1","1","23","8.83333333333333","1.63299316185545","0","24"
"2015","MUNICIPIO","240600","69","56","57","1","16","18","17","9","5","3","0","0","68","20","24","29","25.1739130434783","6.90472242858877","0","10","31","22","2","4","30","0","0","36","0","14","55","24","45","69","0","0","0","0","11","52","1","11","52","1","37.75","39","39","38.328125","1.79111287122289","0","7","0","5","53","68","1","19","50","69","0","0","11","7","11","6","18","0","0","0","0","11","68","1","0","0","0","36","33","30","0","0","36","0","6","61","2","3000","3280","3450","3228.24637681159","480.567354824945","54","4","5","0","69","9.39130434782609","0.574389479062151","0","69"
"2015","MUNICIPIO","240610","263","214","217","1","48","64","79","46","19","6","0","0","262","20.5","26","30","25.8250950570342","6.32454155253235","2","17","85","133","7","18","113","0","1","133","1","57","206","114","149","258","5","0","3","2","28","216","6","33","216","6","37","38","39","38.0627450980392","2.28741514057251","0","40","21","26","166","41","222","59","204","254","6","0","13","78","13","40","71","2","4","5","0","27","263","0","0","0","0","127","136","113","0","1","133","1","27","227","9","2925","3200","3500","3144.79467680608","582.662744400235","206","25","14","4","256","8.9","0.818228616890212","4","255"
"2015","MUNICIPIO","240615","30","19","19","0","7","7","6","7","2","1","0","0","30","20","25.5","31","25.8333333333333","7.05683006559692","1","4","10","10","1","1","4","2","0","21","0","9","21","7","23","30","0","0","0","0","4","24","0","4","24","0","38","39","40","38.7142857142857","1.940926522874","1","7","1","2","14","30","0","18","12","26","1","0","4","0","10","2","4","1","0","0","0","4","29","1","0","0","0","14","16","4","2","0","21","0","2","26","2","2986.25","3417.5","3600","3271.83333333333","560.921906380444","23","3","2","0","29","8.89655172413793","0.673202770674148","0","30"
"2015","MUNICIPIO","240620","81","44","44","2","19","23","24","10","2","1","0","0","79","19","24","29","24.2345679012346","5.80790755121471","0","8","22","28","2","3","16","1","0","43","0","33","48","40","41","81","0","0","0","2","7","65","4","9","65","4","38","40","41","38.9871794871795","2.47319967182527","2","15","3","3","33","79","2","50","31","54","5","1","13","4","18","4","7","5","0","0","1","6","79","0","0","2","0","33","48","19","1","0","56","0","6","70","5","2920","3280","3600","3224.07407407407","529.481510011865","65","8","5","0","78","9.19230769230769","0.604263903551143","3","71"
"2015","MUNICIPIO","240630","103","71","74","1","19","30","27","14","7","5","0","0","102","21","25","29.5","25.5242718446602","6.60636155118563","1","17","41","34","2","4","16","1","0","84","0","40","63","44","59","99","4","1","0","1","16","70","7","18","70","7","37","39","40","38.3684210526316","2.80596868235563","0","17","6","11","56","103","0","70","33","95","7","0","21","9","20","12","6","4","3","4","0","15","99","4","0","0","0","59","44","16","1","0","84","0","13","83","7","2815","3190","3427.5","3138.04854368932","578.445184052682","73","10","6","3","100","9.10679611650485","1.1454310033844","3","92"
"2015","MUNICIPIO","240640","34","13","14","0","8","8","9","8","1","0","0","0","34","20.25","26","29.75","25.2941176470588","6.01276123613016","0","2","12","6","1","1","2","0","0","19","0","13","21","15","19","33","0","0","0","0","4","27","3","4","27","3","39","41","41","39.6764705882353","2.45838809268599","0","6","1","2","12","34","0","14","20","20","2","0","2","3","3","4","3","0","2","0","0","4","34","0","0","0","0","22","12","6","0","0","27","0","3","30","1","3026","3420","3652.5","3311.61764705882","488.467672991706","29","1","2","0","34","8.79411764705882","0.538201931502558","0","28"
"2015","MUNICIPIO","240650","249","179","186","4","50","68","64","40","16","7","0","0","245","20","25","30","25.1726907630522","6.67493333819219","0","21","90","113","7","12","68","2","0","161","0","70","179","104","145","243","6","0","2","4","24","202","14","30","202","14","38","39","40","38.7154471544715","2.57466566152278","0","38","8","16","173","169","80","107","141","234","6","0","61","19","78","7","37","2","2","6","0","27","249","0","0","0","0","110","138","69","2","0","165","0","24","211","14","2975","3270","3530","3225.66265060241","571.114726563573","181","31","23","6","243","8.7429718875502","0.846125421580757","2","209"
"2015","MUNICIPIO","240660","140","96","100","0","32","43","38","17","8","2","0","0","140","20","24","28","24.5857142857143","5.95424486062054","2","21","67","47","0","2","27","2","0","110","0","57","83","60","80","140","0","0","1","3","17","87","11","21","87","11","37.5","39","41","38.5966386554622","2.93811691028337","0","34","14","11","67","140","0","94","46","134","2","0","31","10","30","6","17","1","1","0","0","19","136","4","0","0","0","65","75","27","2","0","110","0","8","121","11","2967.5","3292.5","3666.25","3273.65","559.936005143548","94","18","3","2","138","9.20714285714286","0.869105457347828","2","132"
"2015","MUNICIPIO","240670","145","104","116","3","32","37","48","17","6","2","0","0","142","20","25","28","24.6275862068966","5.84753607606824","0","11","44","72","4","9","23","6","0","111","0","42","103","69","76","139","6","0","1","0","22","107","12","23","107","12","37","39","40","38.6478873239437","2.69277252543524","0","27","7","9","89","102","43","70","75","131","9","0","39","17","27","11","15","1","3","6","0","19","136","7","0","2","0","80","65","25","6","0","111","0","14","124","7","2885","3195","3454","3164.47586206897","559.412229769865","105","12","11","1","141","8.8943661971831","0.567534752007127","0","141"
"2015","MUNICIPIO","240680","69","33","34","1","16","16","11","15","8","1","1","0","68","20","25","32","25.9710144927536","7.29619363796823","0","3","18","20","2","3","8","1","0","36","0","17","52","33","36","69","0","0","0","1","6","57","4","7","57","4","38","40","41","39.3529411764706","2.417379275921","0","7","4","8","23","68","1","38","31","45","0","1","15","6","15","0","2","0","0","0","1","6","67","1","1","0","0","31","38","19","1","0","47","0","8","53","8","2880","3345","3680","3295.55072463768","608.820787314004","44","13","10","1","66","9.05970149253731","0.547185554227553","3","61"
"2015","MUNICIPIO","240690","49","15","15","1","12","13","9","6","7","1","0","0","48","19","24","30","25.2448979591837","6.98370308958918","1","2","14","27","0","5","14","1","0","32","0","27","22","31","18","49","0","0","0","0","0","46","2","0","46","2","38.75","39","40","39.2291666666667","1.4027265749146","0","4","2","3","39","39","10","19","29","48","1","0","29","2","8","0","8","0","1","0","0","0","49","0","0","0","0","30","19","14","1","0","32","0","0","47","2","3180","3350","3600","3363.67346938776","342.610650481168","42","4","0","0","47","9.06382978723404","0.484734589823847","0","20"
"2015","MUNICIPIO","240700","172","140","142","2","39","51","40","30","7","3","0","0","170","20","24","29","24.6220930232558","6.11318010794969","2","11","60","70","3","18","65","0","0","96","0","27","145","70","102","168","2","0","0","2","20","143","0","22","142","0","37","38","39","37.9878048780488","1.98765455046912","0","31","22","25","86","163","9","34","137","167","1","0","17","43","14","24","41","0","1","2","0","21","170","2","0","0","0","100","72","66","0","0","96","0","6","157","9","2947.5","3200","3500","3194.01744186047","509.480867236413","129","23","9","1","170","9.23391812865497","0.587333329819173","0","172"
"2015","MUNICIPIO","240710","982","761","788","12","171","280","235","167","85","30","2","0","970","20","25","31","25.79633401222","6.7177907333322","9","66","331","396","30","59","228","44","2","689","0","546","436","369","613","976","5","2","6","18","112","753","51","134","750","51","38","39","40","38.4705882352941","2.68809357798712","1","194","57","74","591","974","8","528","453","940","28","0","163","131","237","86","153","10","18","5","0","125","861","104","4","13","0","506","476","229","47","2","691","0","88","843","49","2900","3235","3560","3188.79183673469","578.151947764138","718","117","67","8","962","8.91855670103093","0.603195805655353","12","964"
"2015","MUNICIPIO","240720","426","146","152","6","104","117","93","69","32","4","1","0","420","19","24","29","24.6995305164319","6.49914743840493","1","8","48","95","3","9","28","6","1","132","1","86","340","176","250","417","4","1","0","5","31","202","12","37","202","12","38","39","41","38.8884462151394","2.73413715385597","0","65","29","9","62","50","376","106","316","160","9","0","44","13","34","7","29","3","6","4","0","28","393","33","0","0","0","228","198","83","7","3","295","3","20","381","25","2955","3270","3550","3235.68075117371","530.135970532221","183","33","24","4","419","9.33096926713948","0.920622474611289","0","425"
"2015","MUNICIPIO","240725","54","44","47","1","12","13","10","8","8","2","0","0","53","20.25","25","31","26.1851851851852","7.52624107254349","0","4","15","30","1","3","22","1","0","30","0","7","47","17","37","52","2","0","0","0","3","45","3","3","45","3","37.5","38","39","38.4705882352941","1.68941340324351","0","1","4","5","43","54","0","7","47","54","0","0","5","9","4","7","21","0","0","2","0","3","54","0","0","0","0","22","32","22","1","0","30","0","4","49","1","3000","3200","3500","3162.64814814815","403.484593585253","43","2","3","0","54","9.18518518518519","0.392095198012781","0","54"
"2015","MUNICIPIO","240730","106","90","92","1","30","28","27","12","8","0","0","0","105","19","23.5","29","24.0566037735849","6.26681386151231","0","9","41","38","10","7","48","2","0","51","1","39","67","51","55","104","2","0","0","3","4","94","1","7","94","1","38","38","39","38.1470588235294","1.86365476567267","0","19","9","22","51","106","0","19","86","106","0","0","36","9","11","7","32","0","0","2","0","5","106","0","0","0","0","50","56","48","2","0","51","1","7","97","2","2938.75","3200","3503.75","3139.72641509434","593.191088348095","87","9","4","1","105","9.35849056603774","1.04369927474375","0","101"
"2015","MUNICIPIO","240740","76","45","48","1","15","13","22","16","9","0","0","0","75","21","27","32.25","26.4078947368421","6.71352392628282","0","6","30","35","0","5","25","0","0","44","0","22","54","27","49","75","1","0","3","2","11","50","6","16","50","6","37","38","40","37.75","3.84103125823789","0","12","3","6","50","76","0","23","53","74","1","1","18","1","15","3","18","0","1","1","1","15","76","0","0","0","0","33","43","25","0","0","44","0","2","68","6","3022.5","3300","3675","3297.93421052632","501.599291214978","50","17","2","0","76","9.43421052631579","0.524989557122539","0","58"
"2015","MUNICIPIO","240750","156","112","118","1","38","47","33","23","11","3","0","0","155","19.75","23","29","24.474358974359","6.4742155762973","3","16","66","47","0","2","22","19","0","112","0","117","39","57","99","152","4","0","3","1","17","112","9","21","112","9","38","39","40","38.7323943661972","2.83822812811128","0","53","14","22","63","156","0","102","54","152","2","0","34","11","36","13","22","0","1","4","0","19","151","2","1","2","0","84","72","22","19","0","112","0","12","131","13","2982.5","3242.5","3535","3249.44871794872","560.250857348417","106","21","8","2","151","8.87581699346405","0.821746066535896","2","154"
"2015","MUNICIPIO","240760","52","31","31","1","15","16","6","12","2","0","0","0","51","18.75","23","30","23.8653846153846","6.50498706470009","0","3","19","25","2","2","9","0","0","31","0","29","23","22","30","51","0","0","1","1","5","42","2","7","42","2","38","39","40","38.2549019607843","2.59108577438032","0","9","5","7","26","51","1","10","41","49","2","0","10","4","12","3","12","1","1","0","0","7","52","0","0","0","0","26","26","9","0","0","31","0","5","44","3","2960","3252.5","3555.5","3197.46153846154","613.795854851498","44","4","2","0","52","9.11538461538461","0.378534125891649","0","44"
"2015","MUNICIPIO","240770","175","123","128","4","39","45","41","28","14","3","1","0","171","20","24","30","25.2057142857143","6.9574215256598","0","37","64","63","2","6","35","7","0","131","0","70","105","71","104","175","0","0","0","1","14","131","15","15","131","15","38","39","40","39.0931677018634","2.23551236363173","0","34","7","17","100","175","0","101","74","166","5","0","47","9","42","12","28","0","5","0","0","14","171","1","0","3","0","83","92","35","7","0","131","0","11","149","15","2923","3280","3530","3253.90857142857","546.219780916107","128","18","9","4","168","9.1453488372093","1.49338948647121","0","164"
"2015","MUNICIPIO","240780","277","190","204","4","63","78","58","38","26","8","2","0","273","20","24","30","25.2202166064982","7.19842142190942","4","47","102","96","7","11","54","5","1","214","2","125","152","108","169","266","11","0","4","3","26","209","12","33","209","12","38","39","40","38.4645669291339","2.88047886771635","2","58","19","27","143","256","21","159","118","249","15","2","53","24","80","17","22","6","4","10","2","26","275","0","2","0","0","121","156","54","5","1","214","2","29","230","17","2864.25","3242.5","3622.5","3176.14130434783","627.37495092758","192","32","14","5","269","9.14963503649635","1.04279309967573","4","267"
"2015","MUNICIPIO","240790","42","22","22","0","10","10","10","8","3","0","1","0","42","20","26","30","25.4761904761905","6.64881465774749","0","5","11","12","0","1","6","0","0","23","0","14","28","17","25","39","2","0","0","0","8","27","2","8","27","2","38","40","41","39.0810810810811","2.21583165197853","0","9","2","2","14","40","2","28","13","28","1","0","5","5","6","1","3","1","0","2","0","4","41","0","0","1","0","24","18","12","1","0","28","0","4","35","3","3006.25","3440","3616.25","3337.64285714286","486.843432609052","30","5","2","1","40","9.14634146341463","0.726669650176616","0","41"
"2015","MUNICIPIO","240800","4056","2531","2619","38","612","951","1122","846","401","82","4","0","4018","21","26","31","26.5547337278106","6.41964173671127","16","121","989","1947","251","679","881","24","4","2110","0","1200","2856","1726","2330","3951","88","1","18","60","497","3169","143","576","3169","143","37","38","40","38.212962962963","2.32710158063036","6","819","492","562","1646","141","3915","867","3181","3854","140","5","856","470","552","250","1027","52","65","87","5","493","4045","9","1","1","0","2079","1977","881","24","4","2110","0","346","3525","185","2915","3221.5","3526.5","3185.47460552268","563.515953794657","3087","440","207","27","4005","9.05704365079365","0.628615557638175","26","3954"
"2015","MUNICIPIO","240810","12239","9760","10101","121","1825","2767","3061","2721","1407","322","14","1","12117","22","27","32","26.9090611978103","6.66624179205194","45","512","3102","5384","703","2202","4044","271","21","7793","3","3819","8420","5376","6863","11950","278","6","79","192","1333","9819","403","1610","9819","403","38","39","40","38.3855645706559","2.46086870273406","76","2598","1163","962","6141","104","12135","5057","7173","11762","373","18","2144","2202","2076","1331","2093","155","158","273","18","1311","11518","690","23","8","0","6327","5908","4046","271","21","7793","3","1178","10315","746","2907","3240","3555","3195.50428956614","593.38042995736","9231","1423","745","121","12082","8.93853970335164","0.700054132914822","131","11979"
"2015","MUNICIPIO","240820","393","286","301","3","81","105","85","63","47","9","0","0","390","20","25","30","25.793893129771","6.86352109304489","3","48","152","149","10","20","57","7","3","323","0","136","257","130","263","378","15","0","3","6","40","289","17","49","289","17","38","39","40","38.5464788732394","2.73705638956108","1","113","45","36","166","392","1","256","137","373","16","0","80","22","125","23","43","4","7","15","0","34","384","6","1","1","0","202","190","57","7","3","323","0","35","321","37","2970","3260","3625","3241.11959287532","643.558699293676","263","52","18","5","385","9.25641025641026","0.766186051289219","3","376"
"2015","MUNICIPIO","240830","492","316","326","5","104","125","112","81","51","13","1","0","487","20","25","30","25.7317073170732","6.84697226943105","6","56","181","187","14","32","102","8","6","355","0","209","283","208","284","485","6","0","2","6","27","388","17","35","388","17","38","39","40","38.8409090909091","2.13809339436216","1","108","35","35","274","457","35","246","245","431","16","2","113","35","126","15","65","7","8","6","2","28","485","4","1","2","0","247","244","102","8","6","355","0","30","425","37","2964.5","3275","3588.75","3268.12195121951","525.270537768017","350","51","25","4","484","9.19262295081967","0.74444340331907","6","456"
"2015","MUNICIPIO","240840","42","21","21","0","9","12","11","8","1","1","0","0","42","20.25","24.5","29","24.9285714285714","6.07430757729258","0","1","20","14","1","3","6","0","0","24","0","20","22","20","22","41","0","0","0","1","2","34","1","3","33","1","38","39","39","38.4324324324324","2.19267138618805","0","6","0","4","28","41","1","12","30","40","0","0","15","1","6","1","10","0","0","0","0","3","42","0","0","0","0","22","20","7","0","0","24","0","0","36","6","3057","3310","3657.5","3404.83333333333","438.363192590215","26","9","1","0","42","9.16666666666667","0.580860029597269","0","35"
"2015","MUNICIPIO","240850","59","44","46","0","7","15","17","17","2","1","0","0","59","22.5","27","31","26.8813559322034","5.69356789466219","0","6","10","31","4","7","39","1","0","14","0","10","49","19","40","56","2","0","1","0","5","50","3","6","50","3","38","39","40","38.5084745762712","2.50773205242432","0","6","0","2","47","55","4","21","38","58","0","0","18","1","15","2","13","0","0","2","0","6","59","0","0","0","0","27","32","39","1","0","14","0","5","52","2","3027.5","3300","3580","3228.74576271186","508.014647943186","46","4","4","1","58","9","0.787838597158335","0","58"
"2015","MUNICIPIO","240860","71","57","63","1","8","15","20","15","10","2","0","0","70","22","27","32","27.5774647887324","6.42464445226568","1","4","29","31","1","5","28","0","0","40","0","18","53","26","45","65","6","0","0","0","11","57","3","11","57","3","37","38","39","38.0985915492958","1.80598156593554","0","10","5","9","44","71","0","14","57","71","0","0","13","8","8","11","18","0","0","6","0","7","71","0","0","0","0","35","36","28","0","0","40","0","12","59","0","2755","3005","3300","2955.39436619718","524.01119068948","53","2","8","0","71","9.2112676056338","0.504706221698651","0","69"
"2015","MUNICIPIO","240870","44","24","25","0","9","9","11","11","3","1","0","0","44","20.75","27","32","26.3181818181818","6.59024200167126","0","5","13","22","3","1","6","0","0","29","0","12","32","20","24","40","4","0","0","0","8","33","0","8","33","0","37","38","39","37.780487804878","1.99389311551486","1","11","2","7","16","42","2","11","33","39","5","0","10","4","5","6","4","1","1","4","0","6","40","0","2","2","0","25","19","6","0","0","29","0","5","38","1","2770","3125","3425","3094.93181818182","563.393554780946","29","5","3","1","41","8.88095238095238","1.10877609854357","0","43"
"2015","MUNICIPIO","240880","64","53","55","1","20","12","15","6","8","2","0","0","63","18","24","29.25","24.859375","7.68190449992915","2","6","32","19","0","0","9","2","0","51","0","44","20","29","35","64","0","0","0","2","9","44","4","11","44","4","37","39","40","38.1864406779661","2.86160418159288","0","14","9","5","32","63","1","41","23","61","2","0","11","8","23","2","3","1","1","0","0","10","64","0","0","0","0","28","36","9","2","0","52","0","8","55","1","2770","3130","3311.25","3020.796875","546.628168786346","51","4","2","0","63","8.92063492063492","0.485319558893675","0","63"
"2015","MUNICIPIO","240890","362","330","347","5","63","87","102","72","30","2","1","0","357","21","26","30.75","25.8950276243094","6.28589659337586","0","11","126","177","13","33","236","5","0","120","0","206","156","150","212","354","8","0","2","6","30","301","21","38","301","21","38","39","40","38.6666666666667","2.40588878289388","0","34","32","25","262","37","325","187","175","336","24","1","73","51","107","19","42","10","13","8","1","36","361","0","0","1","0","171","191","236","5","0","120","0","26","311","25","2962.5","3330","3570","3249.74861878453","540.54256144374","274","47","22","6","355","9.4404432132964","0.973209936649894","7","351"
"2015","MUNICIPIO","240895","162","127","138","2","39","45","38","22","13","3","0","0","160","19.25","24","28","24.6481481481481","6.59989857085832","0","24","66","56","3","3","27","7","0","125","1","118","44","67","95","156","6","1","0","0","16","133","8","17","133","8","38","39","40","38.9050632911392","2.43328295098116","0","27","12","22","95","162","0","87","75","152","10","0","42","11","48","7","21","4","6","6","0","13","162","0","0","0","0","89","73","27","7","0","125","1","12","138","12","3016.25","3325","3570","3284.78395061728","564.488618342046","109","23","14","1","160","8.84472049689441","0.787075331616836","0","161"
"2015","MUNICIPIO","240910","166","124","129","1","35","42","42","27","15","3","1","0","165","20","26","30.75","25.6927710843373","6.73900061168195","0","25","51","65","6","9","53","1","1","98","0","55","111","73","93","162","4","0","0","4","9","139","6","13","139","6","38","39","40","38.8860759493671","2.33765815513002","0","48","5","7","84","105","61","89","77","148","5","2","38","15","37","9","27","3","1","4","2","11","162","3","0","1","0","76","90","56","1","1","104","0","8","153","5","2893","3190","3500","3178.14457831325","529.264558524205","131","11","10","1","163","9.26829268292683","0.760186940002137","3","154"
"2015","MUNICIPIO","240920","42","30","30","0","8","10","6","14","4","0","0","0","42","22","27","32","26.8333333333333","6.56642110885845","1","5","19","12","3","2","7","0","0","34","0","17","25","16","26","41","0","0","0","0","2","37","0","2","37","0","38","39","40","38.6410256410256","1.61387372308433","0","10","0","4","22","42","0","19","22","36","0","1","11","2","12","0","7","0","0","0","1","2","42","0","0","0","0","21","21","7","0","0","34","0","3","35","4","3096.25","3373.5","3755","3378.21428571429","516.384548318557","27","9","3","0","42","9.11904761904762","0.395238794900238","1","37"
"2015","MUNICIPIO","240930","143","109","112","1","29","34","35","27","15","2","0","0","142","20","26","31","25.958041958042","6.63523896623718","1","10","44","66","8","14","31","3","0","94","0","91","52","52","91","141","2","1","1","1","13","120","4","16","120","4","38","38","39","38.1428571428571","2.61586589257443","0","6","10","9","112","37","106","32","111","141","1","1","44","1","27","0","49","0","0","2","1","16","143","0","0","0","0","70","73","31","3","0","94","0","6","129","8","3000","3300","3605","3293.41958041958","512.129569495782","104","27","4","1","142","9.54545454545454","0.793701195481062","1","132"
"2015","MUNICIPIO","240933","89","52","53","4","16","24","21","16","7","1","0","0","85","20","25","30","25.0674157303371","6.65513771595946","0","6","26","31","0","5","12","0","1","54","0","28","61","39","50","89","0","0","1","3","13","69","3","17","69","3","38","39","41","38.6179775280899","2.87428100882135","0","14","10","10","28","89","0","57","32","69","1","0","11","7","25","6","5","1","0","0","0","15","85","4","0","0","0","46","43","19","0","1","65","0","9","74","6","2860","3175","3535","3171.84269662921","583.765673312589","72","11","5","0","89","8.97752808988764","0.58343668523608","0","82"
"2015","MUNICIPIO","240940","475","387","397","10","81","104","122","97","49","12","0","0","465","21","26","31","26.1726315789474","6.7692286222546","0","27","129","229","24","64","230","2","0","218","0","98","377","216","259","463","10","0","0","2","53","375","13","55","375","13","37","38","39","37.9593679458239","1.80826948036813","0","26","54","39","327","41","434","38","435","468","5","0","61","116","21","44","139","3","2","10","0","46","475","0","0","0","0","250","225","230","2","0","218","0","31","424","20","2900","3150","3500","3159.03578947368","495.833816738932","357","52","18","5","470","9.12631578947368","0.8196184311254","6","465"
"2015","MUNICIPIO","240950","59","46","47","2","15","15","16","4","5","2","0","0","57","19","23","28","24.3728813559322","6.80744598693161","1","2","23","26","1","1","8","5","1","44","0","41","18","24","35","59","0","0","0","0","6","47","5","6","47","5","38","40","41","39.2586206896552","2.09058327148263","0","11","10","7","27","59","0","36","23","58","0","0","17","5","15","5","9","0","0","0","0","6","59","0","0","0","0","33","26","8","5","1","44","0","5","48","6","2867.5","3270","3472.5","3225.4406779661","602.658314332438","45","6","6","0","59","8.98305084745763","0.293112043054788","0","59"
"2015","MUNICIPIO","240960","32","19","20","0","11","6","6","8","1","0","0","0","32","17.75","22.5","30.25","23.96875","6.41311345553378","1","1","18","6","1","1","4","0","1","25","0","20","12","12","20","32","0","0","0","0","1","28","1","1","28","1","38","39","39.75","39.0333333333333","1.60781139169505","0","12","0","4","11","32","0","18","14","30","1","0","6","3","11","3","4","1","0","0","0","1","32","0","0","0","0","14","18","4","0","2","25","0","1","27","4","2990","3325","3668.25","3353.34375","475.042178730037","24","3","2","1","31","8.84375","0.883883476483184","0","29"
