"ANO","NIVEL","CODMUNRES","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC"
2015,"MU",241290,68,68,0,6,62,0,13,26,5,18,43,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241300,44,44,0,4,40,0,9,19,4,8,28,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241310,37,37,0,5,32,3,8,7,2,12,16,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241320,17,17,0,1,16,2,2,3,1,8,10,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241330,25,25,0,3,22,0,4,10,0,8,15,10,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
2015,"MU",241335,37,37,0,6,31,1,4,13,3,10,25,12,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241340,57,57,0,6,51,1,10,20,6,14,37,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241350,46,46,0,4,42,0,4,13,7,18,27,19,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241355,26,26,0,3,23,1,7,6,3,6,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241360,43,43,0,6,37,2,7,11,3,14,21,22,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241370,38,38,0,5,33,1,9,12,2,9,15,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241380,6,6,0,0,6,0,2,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241390,61,61,0,6,55,2,4,24,4,21,37,24,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241400,115,115,0,22,93,2,15,33,13,30,64,51,11,0,1,1,0,1,1,0,0,0,1,0,2,1,0,0,0,1,1,1,0,1,0,0,0,0
2015,"MU",241410,70,70,0,4,66,4,12,24,5,21,34,36,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241415,26,26,0,1,25,1,5,9,1,9,12,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241420,61,61,0,10,51,1,11,22,4,13,37,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241430,16,16,0,0,16,2,4,8,2,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241440,134,134,0,13,121,5,21,45,13,37,84,50,8,0,2,2,0,1,2,0,0,0,0,0,2,2,0,0,0,0,2,2,1,0,0,1,0,0
2015,"MU",241445,21,21,0,3,18,0,3,6,3,6,15,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241450,72,72,0,10,62,4,11,21,11,15,37,35,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241460,71,71,0,9,62,1,8,20,6,27,37,34,4,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2015,"MU",241470,31,31,0,1,30,1,2,15,6,6,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241475,20,20,0,4,16,1,3,8,2,2,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241480,79,79,0,3,76,4,11,25,7,29,41,38,2,0,3,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241490,6,6,0,0,6,0,0,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",241500,17,17,0,0,17,2,3,11,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
