"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO","240180",12509,11577,5800,5777,3226,6118,2233,1567,3039,1171,0.592,0.592,NA,NA,179,128,134,3,36,43,44,35,11,7,0,0,176,20,25,30,25.6256983240223,6.64759895308559,1,32,64,66,5,6,38,4,0,135,0,67,112,64,115,173,6,0,0,1,13,147,7,14,147,7,38,39,40,38.9821428571429,1.82620057888501,0,32,7,8,115,179,0,88,91,168,6,2,38,16,45,13,28,1,4,6,2,12,176,2,0,1,0,71,108,38,4,0,135,0,12,151,16,2970,3285,3605,3274.62011173184,511.897747907086,128,23,9,3,175,9.15168539325843,0.923345961636365,0,168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8.925,NA,58.9009542612702,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240185",6587,6016,3119,2897,1733,3219,1064,795,1541,561,0.574,0.574,NA,NA,92,62,65,2,23,20,24,16,4,2,1,0,90,19,25,29.25,25.1521739130435,6.84672823543197,0,18,37,25,2,0,11,3,0,73,0,60,32,27,65,91,0,0,1,1,16,63,8,18,63,8,37,39,40,38.4606741573034,3.07872531096025,0,15,14,14,43,92,0,52,39,90,1,0,11,9,32,4,13,0,1,0,0,18,90,1,0,1,0,52,40,11,3,0,73,0,6,79,7,2926.25,3212.5,3635,3255.61956521739,571.771525921634,61,17,7,3,85,8.82954545454546,0.791064914567421,0,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4.788,NA,59.7014925373134,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240190",3608,3308,1644,1664,817,1808,683,410,880,374,0.587,0.587,NA,NA,55,31,31,0,15,17,14,6,1,2,0,0,55,19,22,26.5,23.7454545454545,5.87908465355249,0,3,13,18,0,3,7,1,0,29,0,20,35,27,28,53,2,0,0,2,5,45,3,7,45,3,39,40,41,39.2,2.71074678790701,0,4,4,3,22,54,1,29,26,35,2,0,6,7,9,2,5,2,0,2,0,4,53,1,0,1,0,30,25,12,1,0,42,0,6,47,2,3017.5,3355,3615,3283.56363636364,533.752986413238,46,5,2,0,55,9.03636363636364,0.507850822498554,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.845,916,62.5,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240200",67259,62709,30373,32336,13737,35430,13542,6722,17991,7623,0.71,0.71,NA,NA,747,675,700,4,109,171,204,154,86,18,1,0,743,22,27,31,26.8607764390897,6.54675090297549,3,28,206,355,42,105,404,1,0,326,0,160,587,328,419,722,24,0,0,3,85,631,26,88,631,26,38,39,40,38.5302013422819,1.88213533709687,1,82,44,51,549,116,631,181,564,717,24,1,211,65,148,43,158,9,9,23,1,75,744,1,1,1,0,402,345,405,1,0,327,0,55,630,62,2940,3270,3615,3258.75903614458,546.21765813853,568,106,41,16,730,8.96648793565684,0.865569757184389,1,741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,61.63,5.683,41.5207603801901,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240210",11066,10266,5104,5162,2601,5377,2288,1291,2666,1205,0.626,0.626,NA,NA,145,56,61,1,25,42,27,27,21,2,0,0,144,20,25,31,26.1241379310345,6.80979967748755,0,5,28,47,3,3,22,1,0,66,0,32,113,62,83,141,4,0,2,2,13,119,8,17,119,8,38.75,40,41,39.3541666666667,2.7519065228473,0,15,3,8,54,145,0,79,66,80,3,0,24,6,23,7,9,1,1,4,0,8,144,1,0,0,0,70,75,49,1,0,93,0,11,121,13,3070,3365,3650,3322.04137931034,544.886951525295,103,26,8,2,143,9.01379310344828,0.999904209971522,0,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5.651,1.098,54.3885971492873,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240220",33623,30916,15472,15444,9495,16778,4643,4716,8275,2453,0.579,0.579,NA,NA,549,383,404,13,122,147,139,78,42,7,1,0,536,20,24,29,24.735883424408,6.57920622535336,12,92,214,181,11,28,86,12,0,449,1,246,303,181,368,539,10,0,1,6,66,377,27,73,377,27,38,39,40,38.6981132075472,2.36684393529609,3,128,54,60,248,547,2,320,229,526,14,0,85,45,148,26,79,4,8,10,0,64,537,7,2,2,0,273,276,86,12,0,449,1,46,458,45,2940,3300,3620,3273.01639344262,590.009171728258,345,82,29,6,541,9.3363802559415,1.00375306066231,5,523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22.089,NA,66.3444108761329,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240230",20564,19576,9568,10008,4701,10474,4401,2294,5306,2408,0.638,0.638,NA,NA,262,103,106,5,47,64,62,48,27,9,0,0,257,21,25.5,31,26.1603053435114,6.9113896711227,0,23,85,94,12,24,53,5,0,158,0,84,178,118,144,260,0,0,0,6,26,209,12,32,209,12,38,39,40,38.399209486166,2.37603765293474,0,56,17,25,141,140,122,103,153,243,14,0,75,24,58,16,35,5,9,0,0,28,262,0,0,0,0,133,128,53,5,0,158,0,18,236,8,2900,3235,3500,3167.8893129771,559.508452132723,212,19,16,2,258,8.94615384615385,0.738479482011481,4,153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14.514,NA,49.3780625706747,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240240",8045,7429,3716,3713,1759,4100,1570,871,2011,831,0.659,0.659,NA,NA,96,78,81,0,14,20,35,14,10,3,0,0,96,22,27,30.25,26.7291666666667,6.2331527321618,0,2,19,64,2,6,35,0,0,56,0,19,77,33,63,94,2,0,0,0,16,75,4,16,75,4,37.5,39,39.5,38.4210526315789,2.03991524317264,0,8,2,7,70,70,26,40,56,89,4,0,19,7,20,10,17,3,1,2,0,13,96,0,0,0,0,51,45,35,0,0,58,0,10,79,7,2892.5,3215,3527.5,3170.27083333333,619.556216032542,70,13,9,2,94,9.05208333333333,0.886979400065385,0,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5.227,NA,47.7374440576827,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240250",10760,9762,4896,4866,2534,5443,1785,1280,2692,894,0.589,0.589,NA,NA,141,73,75,2,23,41,34,28,11,2,0,0,139,21,26,30,25.758865248227,6.37394328409464,1,14,45,56,1,12,26,3,0,85,0,52,89,48,93,138,2,0,0,1,16,113,5,16,111,5,38,39,40,38.4621212121212,2.10925008572401,1,21,19,26,58,129,12,49,92,107,7,0,21,10,30,9,22,3,2,2,0,11,140,0,1,0,0,74,67,27,4,0,88,0,6,116,19,3195,3350,3700,3396.07092198582,526.165762112909,96,29,2,0,141,9.01418439716312,0.315907210672394,0,128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.167,2.405,52.3774145616642,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240260",72878,68141,33747,34394,19464,37130,11547,9531,18594,6269,0.616,0.616,NA,NA,1234,958,1003,23,246,295,329,194,116,30,1,0,1211,20,25,30,25.6094003241491,6.71924105006817,14,116,486,446,37,60,251,80,2,883,1,618,616,464,770,1212,21,0,12,18,152,888,67,182,888,67,38,39,40,38.5927880386983,2.74029350712819,5,326,175,138,532,790,444,784,447,1201,25,0,267,94,315,82,153,6,18,21,0,176,1225,6,2,1,0,611,622,252,80,2,883,1,112,1019,103,2940,3280,3620,3236.0510534846,627.488916601019,827,178,82,15,1212,8.90220048899756,0.64133327342476,13,1218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,69.989,24.821,66.3654942454555,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240270",11318,10916,5459,5457,2901,5714,2301,1437,2777,1243,0.607,0.607,NA,NA,126,101,103,0,27,26,40,25,7,1,0,0,126,20,25.5,30,25.3730158730159,5.90285914042899,0,8,39,66,3,6,29,3,0,88,0,21,105,52,74,124,2,0,4,0,11,104,6,15,104,6,38,39,40,38.288,3.10258996906279,0,19,9,11,77,97,29,71,55,113,6,0,35,7,42,6,10,3,3,2,0,10,122,2,0,2,0,61,65,30,3,0,90,0,14,106,6,2916.25,3185,3500,3123.44444444444,655.917294244396,100,12,11,2,122,8.76612903225806,1.02892216845774,1,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5.807,NA,45.37270435722,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240280",5587,5405,2747,2658,1464,2743,1198,723,1315,620,0.587,0.587,NA,NA,96,43,46,1,23,22,28,12,8,2,0,0,95,19.75,25,29,25.0729166666667,6.3977706506443,0,6,23,25,0,4,10,0,0,47,0,15,81,38,58,96,0,0,1,0,9,77,7,10,77,7,39,40,41,39.6382978723404,2.3639363191657,0,11,3,3,36,95,1,49,47,56,2,0,15,2,21,3,5,1,1,0,0,8,95,0,0,1,0,46,50,24,0,0,71,0,6,84,6,3030,3397.5,3602.5,3330.35416666667,462.84518223624,75,10,6,1,94,9.08421052631579,1.01753935461283,2,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.35,NA,73.0038022813688,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240290",4963,4772,2368,2404,1425,2336,1011,702,1183,519,0.578,0.578,NA,NA,61,46,49,0,10,18,10,13,8,2,0,0,61,22,25,31,26.672131147541,6.73478856751868,0,3,20,27,1,6,22,2,0,35,0,19,42,23,38,59,2,0,2,0,2,51,2,4,51,2,37,38,39,37.9298245614035,3.00511260261341,2,8,3,8,37,61,0,14,47,60,0,0,13,7,6,8,16,0,0,2,0,4,61,0,0,0,0,33,28,22,2,0,35,0,7,52,2,2780,3200,3500,3048.98360655738,719.520082921093,44,4,6,1,60,9.26229508196721,1.0786046440388,0,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.7,NA,51.56382079459,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240300",8164,7967,3906,4061,1719,4373,1875,864,2177,1020,0.654,0.654,NA,NA,95,75,77,1,17,16,21,29,9,2,0,0,94,21,28,32,27.0315789473684,6.63237166203628,1,5,30,49,2,6,37,4,0,54,0,30,65,33,62,93,2,0,2,0,9,80,4,11,80,4,38,39,39,38.2947368421053,2.44023753731514,0,9,7,13,52,94,1,31,64,93,2,0,19,10,31,6,16,1,1,2,0,9,95,0,0,0,0,42,53,37,4,0,54,0,9,82,4,2935,3330,3620,3205.35789473684,607.216248692648,77,10,6,2,93,8.8421052631579,0.841930272971861,0,91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6.682,6,43.6380339917317,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240310",44887,42652,20373,22279,9751,23253,9648,4825,12051,5403,0.691,0.691,NA,NA,521,420,430,4,72,129,134,108,62,11,1,0,517,22,27,32,26.8829174664107,6.59834739878844,4,22,138,269,20,57,188,5,1,306,0,72,449,221,300,519,2,0,1,3,56,414,38,60,414,38,38,39,40,38.7421875,2.19765430454156,1,91,47,40,303,102,419,189,332,501,7,0,145,42,130,27,93,4,3,2,0,53,521,0,0,0,0,278,243,190,5,1,310,0,37,445,39,2955,3260,3590,3246.24760076775,567.208496904427,399,61,39,6,515,8.80038387715931,0.7033435576212,6,490,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,37.929,30.087,43.2329267280724,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240320",7184,6492,3193,3299,1658,3371,1463,820,1692,787,0.621,0.621,NA,NA,96,85,85,0,17,31,26,14,7,1,0,0,96,21,24.5,28.25,25.28125,6.13995221136897,0,5,29,48,3,8,52,0,0,43,0,27,69,44,52,96,0,0,0,1,5,86,2,6,86,2,38,38,39,38.3297872340426,1.62234595751239,0,6,7,11,67,96,0,13,83,95,1,0,21,22,4,17,24,0,1,0,0,5,96,0,0,0,0,53,43,52,0,0,43,0,7,85,4,2820,3070,3400,3105.69791666667,496.294079199264,76,6,11,0,96,9.22916666666667,0.46969568348849,2,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.756,1.392,56.7375886524823,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240325",242384,202456,96995,105461,48138,123524,30794,23686,64796,16979,0.766,0.766,NA,NA,4149,3267,3369,26,553,885,1130,964,493,91,6,1,4122,22,27,32,27.2427090865269,6.44288368892331,17,211,921,1830,297,856,1291,82,4,2661,3,851,3298,1747,2402,4068,75,5,16,37,462,3426,143,520,3426,143,38,39,40,38.4764000978234,2.28701198688177,17,1188,269,255,2181,1287,2862,1344,2801,3939,168,6,837,587,684,370,910,70,77,74,6,440,4138,4,6,1,0,2069,2076,1291,82,4,2661,3,367,3496,286,2935,3280,3595,3231.47264401061,591.035208088214,3137,553,258,43,4095,8.95456742387627,0.668258676061292,55,3693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,242.384,6.774,64.0317303537255,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240330",5593,5231,2565,2666,1335,2701,1195,659,1380,627,0.629,0.629,NA,NA,81,63,66,0,20,26,20,7,8,0,0,0,81,20,23,28,24.5061728395062,6.03556844213974,0,8,24,37,5,7,36,3,0,39,0,20,61,42,39,76,2,0,3,2,7,65,2,12,65,2,37,38,39,37.746835443038,3.24814879991973,0,6,12,8,45,81,0,21,57,78,0,0,24,12,14,3,12,0,0,2,0,10,81,0,0,0,0,36,45,36,3,0,39,0,7,73,1,2855,3210,3500,3148.67901234568,601.867070605306,55,14,5,2,79,9.2716049382716,1.2650330596373,1,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.464,5.593,58.695652173913,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240340",6087,5822,2960,2862,1554,3097,1171,750,1473,639,0.623,0.623,NA,NA,67,43,48,2,15,12,18,13,7,0,0,0,65,19.5,27,31,25.6567164179104,6.47501547630295,0,9,27,25,1,4,33,1,0,32,0,44,23,19,48,64,2,0,0,0,2,51,4,2,51,4,39,39,40,39.4210526315789,1.72116414529167,0,9,4,3,34,52,15,43,23,61,2,1,13,4,21,4,6,1,1,1,1,2,67,0,0,0,0,30,37,34,1,0,32,0,4,59,4,3010,3265,3600,3290.67164179104,526.9177783039,39,8,4,2,65,9.1044776119403,1.03183168051549,0,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4.707,NA,45.4854039375424,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240350",10727,10475,5319,5156,2998,5410,2067,1431,2634,1091,0.558,0.558,NA,NA,110,76,79,3,20,28,29,17,10,3,0,0,107,20,25,30,25.5727272727273,6.87697806860907,2,19,38,44,0,2,17,0,0,92,0,43,67,50,60,107,2,0,0,3,12,79,7,15,79,7,38,39,40,38.6633663366337,2.59721861891822,0,20,11,9,55,110,0,53,54,101,4,0,26,13,25,2,12,2,2,2,0,13,109,1,0,0,0,55,55,17,0,0,92,0,9,92,9,2815,3177.5,3512.5,3166.4,608.516608142556,78,11,9,2,108,9.1,1.04002469977726,1,104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5.12,1.679,41.7615793470008,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240360",27525,24569,12195,12374,6956,13544,4069,3414,6808,2152,0.66,0.66,NA,NA,568,420,442,9,88,139,152,112,57,11,0,0,559,21,26,31,26.2588028169014,6.54262323891662,4,44,169,251,18,29,114,34,0,392,0,321,247,200,368,552,13,1,7,2,51,445,33,61,445,33,38,39,40,38.6400742115028,2.64581257046889,2,147,72,60,248,437,131,316,249,553,12,0,101,61,170,60,76,1,9,13,0,46,565,1,1,1,0,283,284,114,34,0,392,0,40,476,52,2968.75,3297.5,3630,3261.44718309859,640.555846605054,396,83,33,10,557,8.90123456790123,0.85573221576186,5,562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27.525,NA,83.4312573443008,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240370",6013,5734,2869,2865,1241,3211,1282,610,1580,675,0.636,0.636,NA,NA,75,56,56,1,7,18,28,9,12,0,0,0,74,22.5,26,31.5,26.92,6.1507195799639,2,0,19,40,2,10,16,0,0,46,0,14,61,37,38,74,1,0,0,1,6,64,2,7,64,2,38,38,39,38.2602739726027,2.0818487861372,1,21,3,8,37,75,0,12,63,74,0,0,24,9,9,2,20,0,0,1,0,7,75,0,0,0,0,39,36,16,0,0,46,0,7,66,2,2900,3200,3490,3125.22666666667,552.87581258737,57,6,7,1,74,9.13333333333333,0.528468806344593,0,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.47,NA,47.4683544303797,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240375",3037,2854,1456,1398,661,1584,609,303,776,319,0.597,0.597,NA,NA,45,27,27,3,5,16,13,7,1,0,0,0,42,21,24,29,24.5111111111111,5.683397760232,0,3,18,20,0,2,1,1,0,38,0,13,32,12,33,44,0,0,1,0,5,34,1,6,34,1,38,39,40,38.1951219512195,2.95989452679586,0,4,4,4,28,45,0,18,27,37,1,0,4,2,10,3,9,0,1,0,0,6,44,0,0,1,0,22,23,1,1,0,38,0,3,34,8,3030,3320,3800,3367.91111111111,766.696746445491,28,11,1,1,43,8.97727272727273,0.549360573912192,0,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.635,NA,57.9896907216495,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240380",9254,8959,4492,4467,1998,4884,2077,958,2388,1121,0.642,0.642,NA,NA,119,95,96,0,24,35,27,18,11,4,0,0,119,20.5,25,30,25.8487394957983,6.77437676846025,0,5,31,63,5,8,39,1,0,74,0,30,89,49,70,118,0,0,0,1,11,106,1,12,106,1,38,39,40,38.7394957983193,1.94614867337532,0,14,10,14,73,113,6,49,69,110,2,0,36,7,22,11,24,1,1,0,0,10,118,0,0,1,0,65,54,42,1,0,74,0,8,103,8,3017.5,3260,3605,3267.64705882353,538.130593252064,98,12,7,1,116,8.81196581196581,0.642350531810828,1,114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7.114,7.083,49.8324958123953,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240390",2909,2874,1457,1417,651,1545,678,324,742,351,0.606,0.606,NA,NA,27,21,21,0,3,7,10,6,1,0,0,0,27,23,27,30,26.2962962962963,5.35519025600983,0,3,7,13,2,2,11,1,0,12,0,4,23,11,16,25,2,1,3,0,2,21,0,6,21,0,37,38,38.5,35.7037037037037,5.63515623163952,0,2,1,5,15,27,0,8,19,26,0,1,3,5,5,3,5,0,0,2,1,3,27,0,0,0,0,15,12,11,1,0,12,0,6,21,0,2620,3165,3515,2834.07407407407,999.131427634328,21,2,1,3,24,8.33333333333333,2.81479607131261,0,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.667,NA,36.3881401617251,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240400",4228,4233,2072,2161,969,2255,1009,494,1112,555,0.597,0.597,NA,NA,57,40,43,1,12,8,21,10,4,1,0,0,56,20,26,30,25.9298245614035,6.51881795026304,0,7,27,20,0,2,19,1,0,34,0,22,35,19,38,54,3,0,0,0,7,49,1,7,49,1,38,39,39,38.4561403508772,1.53611494452955,0,7,1,1,46,26,31,10,47,55,2,0,8,8,9,8,14,0,1,3,0,6,57,0,0,0,0,26,31,19,1,0,34,0,1,54,2,3005,3300,3550,3283.24561403509,415.43489608145,45,6,2,0,57,9.21052631578947,0.411306372830311,0,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.809,NA,51.2589928057554,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240410",2584,2159,1115,1044,628,1201,330,308,570,166,0.564,0.564,NA,NA,39,15,16,1,9,12,10,4,2,1,0,0,38,19.5,23,26.5,24.025641025641,6.16222439113456,0,3,13,5,1,1,1,2,0,20,0,12,27,12,27,38,0,0,0,0,5,20,3,5,20,3,37,38,39,38.5,2.26895309518468,0,7,5,7,6,38,1,14,24,21,0,0,5,2,5,1,4,0,0,0,0,4,36,3,0,0,0,23,16,5,2,0,26,0,4,32,3,2950,3300,3617.5,3247.94871794872,516.205586784239,21,3,2,0,39,9.30769230769231,0.569110393224472,0,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4210526315789,0,0,0,0,0,0,0,0
2015,"MUNICIPIO","240420",25292,22481,11202,11279,6546,12390,3545,3191,6244,1844,0.638,0.638,NA,NA,497,368,383,13,110,121,120,85,41,7,0,0,484,20,25,30,25.169014084507,6.6883087115632,11,53,182,209,13,20,62,22,2,406,1,199,298,173,324,485,12,0,7,4,47,363,22,58,363,22,38,39,40,38.627539503386,2.65324185639928,1,122,46,47,249,462,35,328,169,471,16,1,92,39,163,39,35,5,8,11,1,42,486,9,1,1,0,253,243,62,22,2,406,1,39,420,38,2935,3264,3580,3232.1509054326,600.361859433362,339,57,28,4,488,9.35162601626016,0.744523384204469,4,477,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17.435,2.752,79.5964125560538,0,0,0,0,0,0,0,0
